"Rank","Player","Team","Position","Points","Games","Avg"
"57","Golden Tate","NYG","WR","15.3","1","15.3"
"57","Aaron Jones","GB","RB","15.3","1","15.3"
"59","Jarvis Landry","CLE","WR","15.2","1","15.2"
"60","Benny Snell Jr.","PIT","RB","15.1","1","15.1"
"61","Kyler Murray","ARI","QB","15.0","1","15.0"
"62","Damiere Byrd","NE","WR","14.9","1","14.9"
"62","Allen Lazard","GB","WR","14.9","1","14.9"
"64","Matt Ryan","ATL","QB","14.5","1","14.5"
"65","Keelan Cole","JAC","WR","14.2","1","14.2"
"65","Duke Johnson","HOU","RB","14.2","1","14.2"
"67","Tyler Lockett","SEA","WR","14.1","1","14.1"
"67","Tre'Quan Smith","NO","WR","14.1","1","14.1"
"69","Jacksonville Jaguars","JAC","DST","14.0","1","14.0"
"69","Atlanta Falcons","ATL","DST","14.0","1","14.0"
"69","New York Jets","NYJ","DST","14.0","1","14.0"
"69","Brandon McManus","DEN","K","14.0","1","14.0"
"69","Tampa Bay Buccaneers","TB","DST","14.0","1","14.0"
"74","Duke Williams","BUF","WR","13.8","1","13.8"
"74","Kaden Smith","NYG","TE","13.8","1","13.8"
"76","Darren Waller","LV","TE","13.7","1","13.7"
"77","Sony Michel","NE","RB","13.4","1","13.4"
"77","Damion Ratley","CLE","WR","13.4","1","13.4"
"77","Austin Ekeler","LAC","RB","13.4","1","13.4"
"77","David Blough","DET","QB","13.4","1","13.4"
"81","Joshua Perkins","PHI","TE","13.0","1","13.0"
"81","Eddy Pineiro","CHI","K","13.0","1","13.0"
"81","Dan Bailey","MIN","K","13.0","1","13.0"
"84","George Kittle","SF","TE","12.8","1","12.8"
"85","Hunter Henry","LAC","TE","12.7","1","12.7"
"86","Brandon Zylstra","CAR","WR","12.6","1","12.6"
"87","Patrick Mahomes","KC","QB","12.1","1","12.1"
"88","Jake Elliott","PHI","K","12.0","1","12.0"
"88","Drew Lock","DEN","QB","12.0","1","12.0"
"88","Cincinnati Bengals","CIN","DST","12.0","1","12.0"
"88","Mason Crosby","GB","K","12.0","1","12.0"
"92","Jimmy Garoppolo","SF","QB","11.8","1","11.8"
"92","Allen Robinson","CHI","WR","11.8","1","11.8"
"92","Amari Cooper","DAL","WR","11.8","1","11.8"
"95","Travis Homer","SEA","RB","11.7","1","11.7"
"95","Gus Edwards","BAL","RB","11.7","1","11.7"
"97","Justice Hill","BAL","RB","11.4","1","11.4"
"97","Mike Gesicki","MIA","TE","11.4","1","11.4"
"97","Jared Cook","NO","TE","11.4","1","11.4"
"97","Taysom Hill","NO","QB","11.4","1","11.4"
"101","Kyle Allen","WAS","QB","11.3","1","11.3"
"101","Julio Jones","ATL","WR","11.3","1","11.3"
"101","Kerryon Johnson","DET","RB","11.3","1","11.3"
"104","Case Keenum","CLE","QB","11.2","1","11.2"
"105","Los Angeles Rams","LAR","DST","11.0","1","11.0"
"105","C.J. Uzomah","CIN","TE","11.0","1","11.0"
"105","Dustin Hopkins","WAS","K","11.0","1","11.0"
"105","Randy Bullock","CIN","K","11.0","1","11.0"
"105","Miami Dolphins","MIA","DST","11.0","1","11.0"
"105","Matt Prater","DET","K","11.0","1","11.0"
"111","Tarik Cohen","CHI","RB","10.9","1","10.9"
"112","Sam Darnold","NYJ","QB","10.8","1","10.8"
"113","Ronald Jones II","TB","RB","10.6","1","10.6"
"113","Randall Cobb","HOU","WR","10.6","1","10.6"
"115","Russell Gage","ATL","WR","10.3","1","10.3"
"116","Le'Veon Bell","NYJ","RB","10.2","1","10.2"
"117","Christian Kirk","ARI","WR","10.1","1","10.1"
"117","Tommy Sweeney","BUF","TE","10.1","1","10.1"
"119","Chase McLaughlin","IND","K","10.0","1","10.0"
"119","Isaiah Ford","MIA","WR","10.0","1","10.0"
"121","Todd Gurley","ATL","RB","9.9","1","9.9"
"122","Malcolm Brown","LAR","RB","9.7","1","9.7"
"123","DeAndre Carter","HOU","WR","9.5","1","9.5"
"123","Mecole Hardman","KC","WR","9.5","1","9.5"
"125","Marshawn Lynch","FA","RB","9.4","1","9.4"
"126","Albert Wilson","MIA","WR","9.2","1","9.2"
"126","James White","NE","RB","9.2","1","9.2"
"128","Daniel Carlson","LV","K","9.0","1","9.0"
"128","Jason Sanders","MIA","K","9.0","1","9.0"
"128","Philadelphia Eagles","PHI","DST","9.0","1","9.0"
"128","Chicago Bears","CHI","DST","9.0","1","9.0"
"128","DaeSean Hamilton","DEN","WR","9.0","1","9.0"
"128","Robbie Gould","SF","K","9.0","1","9.0"
"134","Patrick Laird","MIA","RB","8.9","1","8.9"
"134","Demarcus Robinson","KC","WR","8.9","1","8.9"
"136","Kenny Golladay","DET","WR","8.7","1","8.7"
"136","T.Y. Hilton","IND","WR","8.7","1","8.7"
"138","Dallas Goedert","PHI","TE","8.5","1","8.5"
"139","Tyler Boyd","CIN","WR","8.4","1","8.4"
"140","Devonta Freeman","FA","RB","8.3","1","8.3"
"140","MyCole Pruitt","TEN","TE","8.3","1","8.3"
"142","Hale Hentges","WAS","TE","8.2","1","8.2"
"143","Tyreek Hill","KC","WR","8.1","1","8.1"
"144","Greg Zuerlein","DAL","K","8.0","1","8.0"
"144","Austin Hooper","CLE","TE","8.0","1","8.0"
"144","Harrison Butker","KC","K","8.0","1","8.0"
"144","Sam Ficken","NYJ","K","8.0","1","8.0"
"144","Buffalo Bills","BUF","DST","8.0","1","8.0"
"144","Latavius Murray","NO","RB","8.0","1","8.0"
"150","Jordan Akins","HOU","TE","7.9","1","7.9"
"151","Andrew Beck","DEN","TE","7.8","1","7.8"
"151","Robert Griffin","BAL","QB","7.8","1","7.8"
"153","Danny Amendola","DET","WR","7.4","1","7.4"
"153","Diontae Johnson","PIT","WR","7.4","1","7.4"
"155","Greg Ward","PHI","WR","7.3","1","7.3"
"156","Courtland Sutton","DEN","WR","7.2","1","7.2"
"157","Vyncint Smith","NYJ","WR","7.1","1","7.1"
"157","Nyheim Hines","IND","RB","7.1","1","7.1"
"159","Dallas Cowboys","DAL","DST","7.0","1","7.0"
"159","Darius Slayton","NYG","WR","7.0","1","7.0"
"159","Pittsburgh Steelers","PIT","DST","7.0","1","7.0"
"159","Tony Pollard","DAL","RB","7.0","1","7.0"
"159","Tennessee Titans","TEN","DST","7.0","1","7.0"
"159","Kansas City Chiefs","KC","DST","7.0","1","7.0"
"165","Jimmy Graham","CHI","TE","6.9","1","6.9"
"165","Jalen Richard","LV","RB","6.9","1","6.9"
"165","Riley Ridley","CHI","WR","6.9","1","6.9"
"168","Cameron Brate","TB","TE","6.7","1","6.7"
"169","Miles Sanders","PHI","RB","6.6","1","6.6"
"170","Devine Ozigbo","JAC","RB","6.5","1","6.5"
"170","Larry Fitzgerald","ARI","WR","6.5","1","6.5"
"170","Ty Johnson","DET","RB","6.5","1","6.5"
"173","Sterling Shepard","NYG","WR","6.4","1","6.4"
"173","Mitch Trubisky","CHI","QB","6.4","1","6.4"
"173","Corey Davis","TEN","WR","6.4","1","6.4"
"176","Adrian Peterson","WAS","RB","6.3","1","6.3"
"177","Stephen Hauschka","BUF","K","6.0","1","6.0"
"177","Austin Seibert","CLE","K","6.0","1","6.0"
"177","Wil Lutz","NO","K","6.0","1","6.0"
"177","Zane Gonzalez","ARI","K","6.0","1","6.0"
"177","Minnesota Vikings","MIN","DST","6.0","1","6.0"
"177","Nick Folk","FA","K","6.0","1","6.0"
"183","Rex Burkhead","NE","RB","5.9","1","5.9"
"184","Deontay Burnett","PHI","WR","5.8","1","5.8"
"185","T.J. Yeldon","BUF","RB","5.7","1","5.7"
"185","Michael Thomas","NO","WR","5.7","1","5.7"
"185","Frank Gore","NYJ","RB","5.7","1","5.7"
"188","Alexander Hollins","MIN","WR","5.6","1","5.6"
"189","Justin Hardy","FA","WR","5.5","1","5.5"
"189","Phillip Dorsett","SEA","WR","5.5","1","5.5"
"189","Brandin Cooks","HOU","WR","5.5","1","5.5"
"192","Taiwan Jones","BUF","RB","5.4","1","5.4"
"192","Kyle Juszczyk","SF","RB","5.4","1","5.4"
"192","D.J. Chark","JAC","WR","5.4","1","5.4"
"195","N'Keal Harry","NE","WR","5.3","1","5.3"
"195","Phillip Lindsay","DEN","RB","5.3","1","5.3"
"195","Chris Conley","JAC","WR","5.3","1","5.3"
"198","Reggie Bonnafon","CAR","RB","5.2","1","5.2"
"199","Kareem Hunt","CLE","RB","5.1","1","5.1"
"199","Ameer Abdullah","MIN","RB","5.1","1","5.1"
"201","Greg Joseph","TEN","K","5.0","1","5.0"
"201","John Ross","CIN","WR","5.0","1","5.0"
"201","Denver Broncos","DEN","DST","5.0","1","5.0"
"201","Aldrick Rosas","NYG","K","5.0","1","5.0"
"201","Josh Hill","NO","TE","5.0","1","5.0"
"201","Mohamed Sanu","NE","WR","5.0","1","5.0"
"201","Las Vegas Raiders","LV","DST","5.0","1","5.0"
"208","Olabisi Johnson","MIN","WR","4.9","1","4.9"
"208","Matt Barkley","BUF","QB","4.9","1","4.9"
"210","Kelvin Harmon","WAS","WR","4.8","1","4.8"
"210","Mike Williams","LAC","WR","4.8","1","4.8"
"212","Steven Mitchell Jr.","HOU","WR","4.7","1","4.7"
"212","Daniel Brown","NYJ","TE","4.7","1","4.7"
"212","Isaiah McKenzie","BUF","WR","4.7","1","4.7"
"212","Nick Chubb","CLE","RB","4.7","1","4.7"
"216","Jacob Hollister","SEA","TE","4.5","1","4.5"
"216","Hayden Hurst","ATL","TE","4.5","1","4.5"
"216","Peyton Barber","WAS","RB","4.5","1","4.5"
"219","Tyler Eifert","JAC","TE","4.4","1","4.4"
"219","Jason Witten","LV","TE","4.4","1","4.4"
"221","Bo Scarbrough","DET","RB","4.2","1","4.2"
"221","Jacoby Brissett","IND","QB","4.2","1","4.2"
"223","DeAndrew White","CAR","WR","4.1","1","4.1"
"223","Julian Edelman","NE","WR","4.1","1","4.1"
"223","Marcell Ateman","LV","WR","4.1","1","4.1"
"223","Marcus Johnson","IND","WR","4.1","1","4.1"
"227","Indianapolis Colts","IND","DST","4.0","1","4.0"
"227","Emmanuel Sanders","NO","WR","4.0","1","4.0"
"227","Joey Slye","CAR","K","4.0","1","4.0"
"227","Green Bay Packers","GB","DST","4.0","1","4.0"
"227","David Moore","SEA","WR","4.0","1","4.0"
"227","Chris Boswell","PIT","K","4.0","1","4.0"
"233","Travis Kelce","KC","TE","3.9","1","3.9"
"234","Javon Wims","CHI","WR","3.8","1","3.8"
"235","Willie Snead","BAL","WR","3.7","1","3.7"
"235","Justin Watson","TB","WR","3.7","1","3.7"
"237","Robby Anderson","CAR","WR","3.3","1","3.3"
"237","Jeremy Sprinkle","WAS","TE","3.3","1","3.3"
"239","Olamide Zaccheaus","ATL","WR","3.2","1","3.2"
"239","Geronimo Allison","DET","WR","3.2","1","3.2"
"241","Zay Jones","LV","WR","3.1","1","3.1"
"242","Michael Badgley","LAC","K","3.0","1","3.0"
"242","Detroit Lions","DET","DST","3.0","1","3.0"
"242","Jason Myers","SEA","K","3.0","1","3.0"
"245","Pharoh Cooper","CAR","WR","2.9","1","2.9"
"245","Vance McDonald","PIT","TE","2.9","1","2.9"
"245","Marquez Valdes-Scantling","GB","WR","2.9","1","2.9"
"248","Maxx Williams","ARI","TE","2.8","1","2.8"
"249","Devontae Booker","LV","RB","2.7","1","2.7"
"249","Bilal Powell","FA","RB","2.7","1","2.7"
"251","Alex Erickson","CIN","WR","2.6","1","2.6"
"252","Marquise Brown","BAL","WR","2.5","1","2.5"
"253","Khadarel Hodge","CLE","WR","2.4","1","2.4"
"253","Chris Hogan","FA","WR","2.4","1","2.4"
"255","Tevin Coleman","SF","RB","2.3","1","2.3"
"255","Curtis Samuel","CAR","WR","2.3","1","2.3"
"257","Cody Latimer","WAS","WR","2.2","1","2.2"
"257","Greg Olsen","SEA","TE","2.2","1","2.2"
"257","Chris Lacy","DET","WR","2.2","1","2.2"
"260","Rashard Davis","TEN","WR","2.1","1","2.1"
"260","Jaylen Samuels","PIT","RB","2.1","1","2.1"
"260","Brian Hill","ATL","RB","2.1","1","2.1"
"263","Jarius Wright","FA","WR","2.0","1","2.0"
"263","Matt Gay","TB","K","2.0","1","2.0"
"263","Tyler Ervin","GB","RB","2.0","1","2.0"
"263","Seattle Seahawks","SEA","DST","2.0","1","2.0"
"263","Logan Thomas","WAS","TE","2.0","1","2.0"
"263","Ka'imi Fairbairn","HOU","K","2.0","1","2.0"
"263","Mo Alie-Cox","IND","TE","2.0","1","2.0"
"263","Cleveland Browns","CLE","DST","2.0","1","2.0"
"263","New England Patriots","NE","DST","2.0","1","2.0"
"272","Tim Patrick","DEN","WR","1.9","1","1.9"
"272","Robert Tonyan","GB","TE","1.9","1","1.9"
"272","Zach Pascal","IND","WR","1.9","1","1.9"
"275","Darwin Thompson","KC","RB","1.8","1","1.8"
"275","Javorius Allen","FA","RB","1.8","1","1.8"
"275","Tajae Sharpe","MIN","WR","1.8","1","1.8"
"278","Marcedes Lewis","GB","TE","1.7","1","1.7"
"278","Ian Thomas","CAR","TE","1.7","1","1.7"
"278","Devlin Hodges","PIT","QB","1.7","1","1.7"
"278","Cam Sims","WAS","WR","1.7","1","1.7"
"282","Samaje Perine","CIN","RB","1.6","1","1.6"
"282","Irv Smith Jr.","MIN","TE","1.6","1","1.6"
"282","Matt Breida","MIA","RB","1.6","1","1.6"
"282","Braxton Berrios","NYJ","WR","1.6","1","1.6"
"282","Chris Thompson","JAC","RB","1.6","1","1.6"
"282","JuJu Smith-Schuster","PIT","WR","1.6","1","1.6"
"282","John Ursua","SEA","WR","1.6","1","1.6"
"289","Luke Stocker","FA","TE","1.5","1","1.5"
"289","Jesse James","DET","TE","1.5","1","1.5"
"289","Ted Ginn","CHI","WR","1.5","1","1.5"
"289","Eric Saubert","CHI","TE","1.5","1","1.5"
"293","Troy Fumagalli","DEN","TE","1.4","1","1.4"
"293","Cordarrelle Patterson","CHI","WR","1.4","1","1.4"
"293","Tyler Conklin","MIN","TE","1.4","1","1.4"
"296","Sammy Watkins","KC","WR","1.3","1","1.3"
"296","Deonte Harris","NO","WR","1.3","1","1.3"
"296","Jordan Thomas","HOU","TE","1.3","1","1.3"
"296","Carlos Hyde","SEA","RB","1.3","1","1.3"
"296","Ricky Ortiz","NO","RB","1.3","1","1.3"
"296","Durham Smythe","MIA","TE","1.3","1","1.3"
"302","Keke Coutee","HOU","WR","1.2","1","1.2"
"302","Jake Kumerow","GB","WR","1.2","1","1.2"
"302","Khari Blasingame","TEN","RB","1.2","1","1.2"
"305","Dontrelle Inman","FA","WR","1.1","1","1.1"
"305","Jaleel Scott","BAL","WR","1.1","1","1.1"
"305","Justin Jackson","LAC","RB","1.1","1","1.1"
"305","Jack Doyle","IND","TE","1.1","1","1.1"
"305","Nick Boyle","BAL","TE","1.1","1","1.1"
"310","Tyrone Swoopes","FA","TE","1.0","1","1.0"
"310","Tyler Kroft","BUF","TE","1.0","1","1.0"
"310","Anthony Miller","CHI","WR","1.0","1","1.0"
"310","Los Angeles Chargers","LAC","DST","1.0","1","1.0"
"310","Anthony Firkser","TEN","TE","1.0","1","1.0"
"310","Sean Mannion","MIN","QB","1.0","1","1.0"
"310","San Francisco 49ers","SF","DST","1.0","1","1.0"
"310","Marcus Mariota","LV","QB","1.0","1","1.0"
"310","Washington Redskins","WAS","DST","1.0","1","1.0"
"310","Charles Jones","JAC","TE","1.0","1","1.0"
"320","Qadree Ollison","ATL","RB","0.9","1","0.9"
"320","Seth DeValve","FA","TE","0.9","1","0.9"
"320","J.D. McKissic","WAS","RB","0.9","1","0.9"
"320","Royce Freeman","DEN","RB","0.9","1","0.9"
"320","Benjamin Watson","FA","TE","0.9","1","0.9"
"320","Dexter Williams","GB","RB","0.9","1","0.9"
"320","Derek Carrier","LV","TE","0.9","1","0.9"
"320","Senorise Perry","TEN","RB","0.9","1","0.9"
"320","Noah Fant","DEN","TE","0.9","1","0.9"
"329","Ryan Nall","CHI","RB","0.8","1","0.8"
"329","Cyril Grayson","TB","WR","0.8","1","0.8"
"331","Dion Lewis","NYG","RB","0.7","1","0.7"
"331","Johnny Mundt","LAR","TE","0.7","1","0.7"
"331","Jonnu Smith","TEN","TE","0.7","1","0.7"
"334","Brett Hundley","ARI","QB","0.6","1","0.6"
"334","Tavon Austin","FA","WR","0.6","1","0.6"
"334","Blake Bell","DAL","TE","0.6","1","0.6"
"337","Wendell Smallwood","FA","RB","0.5","1","0.5"
"337","Buddy Howell","HOU","RB","0.5","1","0.5"
"339","Dare Ogunbowale","TB","RB","0.4","1","0.4"
"339","Giovani Bernard","CIN","RB","0.4","1","0.4"
"339","CJ Ham","MIN","RB","0.4","1","0.4"
"342","Teddy Bridgewater","CAR","QB","0.3","1","0.3"
"343","Mike Davis","CAR","RB","0.2","1","0.2"
"343","Dwayne Washington","NO","RB","0.2","1","0.2"
"343","Josh Allen","BUF","QB","0.2","1","0.2"
"346","Kerrith Whyte Jr.","PIT","RB","0.1","1","0.1"
"346","Trace McSorley","BAL","QB","0.1","1","0.1"
"346","De'Anthony Thomas","BAL","WR","0.1","1","0.1"
"349","Byron Pringle","KC","WR","0.0","1","0.0"
"349","Mack Hollins","MIA","WR","0.0","1","0.0"
"349","Josh Reynolds","LAR","WR","0.0","1","0.0"
"349","Matt Slater","NE","WR","0.0","1","0.0"
"349","James Washington","PIT","WR","0.0","1","0.0"
"349","Jakobi Meyers","NE","WR","0.0","1","0.0"
"349","Darius Jennings","LAC","WR","0.0","1","0.0"
"349","Tyrell Williams","LV","WR","0.0","1","0.0"
"349","Mike Thomas","CIN","WR","0.0","1","0.0"
"349","Arizona Cardinals","ARI","DST","0.0","1","0.0"
"349","Tanner Hudson","TB","TE","0.0","1","0.0"
"349","Jace Sternberger","GB","TE","0.0","1","0.0"
"349","Stephen Carlson","CLE","TE","0.0","1","0.0"
"349","Christian Blake","ATL","WR","0.0","1","0.0"
"349","C.J. Board","JAC","WR","0.0","1","0.0"
"349","Jason Moore","LAC","WR","0.0","1","0.0"
"349","Trayveon Williams","CIN","RB","0.0","1","0.0"
"349","Ventell Bryant","DAL","WR","0.0","1","0.0"
"349","Ashton Dulin","IND","WR","0.0","1","0.0"
"349","Jaydon Mickens","TB","WR","0.0","1","0.0"
"349","Jester Weah","WAS","WR","0.0","1","0.0"
"349","Jeremy McNichols","FA","RB","0.0","1","0.0"
"349","James Franklin","FA","QB","0.0","1","0.0"
"349","Travis Fulgham","DET","WR","0.0","1","0.0"
"349","Josh Ferguson","WAS","RB","0.0","1","0.0"
"349","Deante Burton","DAL","WR","0.0","1","0.0"
"349","Da'Mari Scott","NYG","WR","0.0","1","0.0"
"349","Isaac Nauta","DET","TE","0.0","1","0.0"
"349","Jesper Horsted","CHI","TE","0.0","1","0.0"
"349","Nsimba Webster","LAR","WR","0.0","1","0.0"
"349","Andre Patton","LAC","WR","0.0","1","0.0"
"349","Fred Brown","DEN","WR","0.0","1","0.0"
"349","Miles Boykin","BAL","WR","0.0","1","0.0"
"349","Darvin Kidsy","WAS","WR","0.0","1","0.0"
"349","Josh Malone","NYJ","WR","0.0","1","0.0"
"349","Trevor Davis","CHI","WR","0.0","1","0.0"
"349","Lil'Jordan Humphrey","NO","WR","0.0","1","0.0"
"349","Lance Kendricks","FA","TE","0.0","1","0.0"
"349","Cody Core","NYG","WR","0.0","1","0.0"
"349","Robert Davis","PHI","WR","0.0","1","0.0"
"349","Ricky Seals-Jones","KC","TE","0.0","1","0.0"
"349","Robert Turbin","FA","RB","0.0","1","0.0"
"349","Michael Burton","NO","RB","0.0","1","0.0"
"349","Alec Ingold","LV","RB","0.0","1","0.0"
"349","Derek Watt","PIT","RB","0.0","1","0.0"
"349","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"349","Alex Armah","CAR","RB","0.0","1","0.0"
"349","Kenjon Barner","FA","RB","0.0","1","0.0"
"349","Troymaine Pope","FA","RB","0.0","1","0.0"
"349","Jamize Olawale","DAL","RB","0.0","1","0.0"
"349","Jordan Howard","MIA","RB","0.0","1","0.0"
"349","Rod Smith","LV","RB","0.0","1","0.0"
"349","Patrick DiMarco","BUF","RB","0.0","1","0.0"
"349","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"349","Chandler Cox","MIA","RB","0.0","1","0.0"
"349","Anthony Sherman","KC","RB","0.0","1","0.0"
"349","Brandon Bolden","NE","RB","0.0","1","0.0"
"349","De'Lance Turner","FA","RB","0.0","1","0.0"
"349","Ty Long","LAC","K","0.0","1","0.0"
"349","New York Giants","NYG","DST","0.0","1","0.0"
"349","John Kelly","LAR","RB","0.0","1","0.0"
"349","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"349","Ty Montgomery","NO","RB","0.0","1","0.0"
"349","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"349","Laquon Treadwell","ATL","WR","0.0","1","0.0"
"349","Seth Roberts","CAR","WR","0.0","1","0.0"
"349","Trent Sherfield","ARI","WR","0.0","1","0.0"
"349","Robert Foster","BUF","WR","0.0","1","0.0"
"349","Johnny Holton","FA","WR","0.0","1","0.0"
"349","Richard Rodgers","WAS","TE","0.0","1","0.0"
"349","Chris Moore","BAL","WR","0.0","1","0.0"
"349","Gerald Everett","LAR","TE","0.0","1","0.0"
"349","Beau Brinkley","TEN","TE","0.0","1","0.0"
"349","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"349","Andy Isabella","ARI","WR","0.0","1","0.0"
"349","Kendrick Bourne","SF","WR","0.0","1","0.0"
"349","Jaron Brown","FA","WR","0.0","1","0.0"
"349","Justin Hardee","NO","WR","0.0","1","0.0"
"349","Deon Cain","PIT","WR","0.0","1","0.0"
"349","Richie James","SF","WR","0.0","1","0.0"
"349","Lee Smith","BUF","TE","0.0","1","0.0"
"349","Ben Koyack","FA","TE","0.0","1","0.0"
"349","Darren Fells","HOU","TE","0.0","1","0.0"
"349","Cethan Carter","CIN","TE","0.0","1","0.0"
"349","Blake Jarwin","DAL","TE","0.0","1","0.0"
"349","Matt LaCosse","NE","TE","0.0","1","0.0"
"349","Jeff Heuerman","DEN","TE","0.0","1","0.0"
"349","Kyle Rudolph","MIN","TE","0.0","1","0.0"
"349","Kyle Nelson","SF","TE","0.0","1","0.0"
"349","Levine Toilolo","NYG","TE","0.0","1","0.0"
"349","Virgil Green","LAC","TE","0.0","1","0.0"
"349","Garrett Dickerson","NYG","TE","0.0","1","0.0"
"349","Eric Tomlinson","NYG","TE","0.0","1","0.0"
"349","Nick Vannett","DEN","TE","0.0","1","0.0"
"349","Ross Dwelley","SF","TE","0.0","1","0.0"
"349","Chris Manhertz","CAR","TE","0.0","1","0.0"
"349","Demetrius Harris","CHI","TE","0.0","1","0.0"
"349","Dalton Schultz","DAL","TE","0.0","1","0.0"
"349","J.P. Holtz","CHI","TE","0.0","1","0.0"
"349","David Njoku","CLE","TE","0.0","1","0.0"
"349","O.J. Howard","TB","TE","0.0","1","0.0"
"349","Jaeden Graham","ATL","TE","0.0","1","0.0"
"349","Trenton Irwin","CIN","WR","0.0","1","0.0"
"452","Keith Smith","ATL","RB","-0.1","1","-0.1"
"452","Chase Edmonds","ARI","RB","-0.1","1","-0.1"
"454","Diontae Spencer","DEN","WR","-0.8","1","-0.8"
"455","Will Grier","CAR","QB","-2.3","1","-2.3"
"456","Carolina Panthers","CAR","DST","-3.0","1","-3.0"
"457","Houston Texans","HOU","DST","-4.0","1","-4.0"
""
""
