"Rank","Player","Team","Position","Points","Games","Avg"
"106","Taylor Gabriel","FA","WR","9.2","1","9.2"
"106","Nick Chubb","CLE","RB","9.2","1","9.2"
"109","Hunter Renfrow","LV","WR","9.1","1","9.1"
"109","Scott Miller","TB","WR","9.1","1","9.1"
"111","Brett Maher","NYJ","K","9.0","1","9.0"
"111","Jeff Wilson","SF","RB","9.0","1","9.0"
"111","Nick Folk","FA","K","9.0","1","9.0"
"111","New York Jets","NYJ","DST","9.0","1","9.0"
"111","Denver Broncos","DEN","DST","9.0","1","9.0"
"111","Zane Gonzalez","ARI","K","9.0","1","9.0"
"111","Los Angeles Rams","LAR","DST","9.0","1","9.0"
"118","Mike Evans","TB","WR","8.9","1","8.9"
"119","Chris Conley","JAC","WR","8.8","1","8.8"
"119","Patrick Laird","MIA","RB","8.8","1","8.8"
"119","Kareem Hunt","CLE","RB","8.8","1","8.8"
"122","Mike Williams","LAC","WR","8.6","1","8.6"
"122","Jeremy Sprinkle","WAS","TE","8.6","1","8.6"
"124","Tom Brady","TB","QB","8.5","1","8.5"
"124","Phillip Lindsay","DEN","RB","8.5","1","8.5"
"124","Daniel Brown","NYJ","TE","8.5","1","8.5"
"127","Devin Singletary","BUF","RB","8.4","1","8.4"
"127","Anthony Miller","CHI","WR","8.4","1","8.4"
"127","Terry McLaurin","WAS","WR","8.4","1","8.4"
"127","Ted Ginn","CHI","WR","8.4","1","8.4"
"131","Greg Olsen","SEA","TE","8.2","1","8.2"
"132","Peyton Barber","WAS","RB","8.1","1","8.1"
"133","Indianapolis Colts","IND","DST","8.0","1","8.0"
"133","Odell Beckham Jr.","CLE","WR","8.0","1","8.0"
"133","Seth Roberts","CAR","WR","8.0","1","8.0"
"133","Cincinnati Bengals","CIN","DST","8.0","1","8.0"
"137","Foster Moreau","LV","TE","7.8","1","7.8"
"137","Kelvin Harmon","WAS","WR","7.8","1","7.8"
"139","Tevin Coleman","SF","RB","7.7","1","7.7"
"140","Auden Tate","CIN","WR","7.6","1","7.6"
"140","James White","NE","RB","7.6","1","7.6"
"140","Kenjon Barner","FA","RB","7.6","1","7.6"
"143","Malcolm Brown","LAR","RB","7.5","1","7.5"
"144","Stephen Carlson","CLE","TE","7.3","1","7.3"
"144","Noah Fant","DEN","TE","7.3","1","7.3"
"146","Christian Kirk","ARI","WR","7.2","1","7.2"
"147","Robby Anderson","CAR","WR","7.1","1","7.1"
"147","Qadree Ollison","ATL","RB","7.1","1","7.1"
"149","Chase McLaughlin","IND","K","7.0","1","7.0"
"149","Harrison Butker","KC","K","7.0","1","7.0"
"149","Matt Gay","TB","K","7.0","1","7.0"
"149","Adam Vinatieri","FA","K","7.0","1","7.0"
"153","Andy Janovich","CLE","RB","6.9","1","6.9"
"154","J.D. McKissic","WAS","RB","6.8","1","6.8"
"154","Troy Fumagalli","DEN","TE","6.8","1","6.8"
"154","Cooper Kupp","LAR","WR","6.8","1","6.8"
"157","Benjamin Watson","FA","TE","6.7","1","6.7"
"157","Danny Amendola","DET","WR","6.7","1","6.7"
"159","Josh Reynolds","LAR","WR","6.5","1","6.5"
"159","Olabisi Johnson","MIN","WR","6.5","1","6.5"
"161","Demaryius Thomas","FA","WR","6.4","1","6.4"
"161","James Washington","PIT","WR","6.4","1","6.4"
"163","Ryan Finley","CIN","QB","6.3","1","6.3"
"164","Richie James","SF","WR","6.2","1","6.2"
"164","Jared Goff","LAR","QB","6.2","1","6.2"
"166","Keelan Cole","JAC","WR","6.1","1","6.1"
"167","Jacksonville Jaguars","JAC","DST","6.0","1","6.0"
"167","Nelson Agholor","LV","WR","6.0","1","6.0"
"169","Rex Burkhead","NE","RB","5.8","1","5.8"
"169","Cole Beasley","BUF","WR","5.8","1","5.8"
"169","Jason Witten","LV","TE","5.8","1","5.8"
"172","Miles Sanders","PHI","RB","5.7","1","5.7"
"173","David Montgomery","CHI","RB","5.5","1","5.5"
"174","Sony Michel","NE","RB","5.4","1","5.4"
"174","Duke Johnson","HOU","RB","5.4","1","5.4"
"176","Amari Cooper","DAL","WR","5.3","1","5.3"
"176","Allen Hurns","MIA","WR","5.3","1","5.3"
"176","Trey Edmunds","PIT","RB","5.3","1","5.3"
"179","Dede Westbrook","JAC","WR","5.2","1","5.2"
"179","Bilal Powell","FA","RB","5.2","1","5.2"
"181","Giovani Bernard","CIN","RB","5.1","1","5.1"
"182","Royce Freeman","DEN","RB","5.0","1","5.0"
"182","Frank Gore","NYJ","RB","5.0","1","5.0"
"182","Arizona Cardinals","ARI","DST","5.0","1","5.0"
"182","Jake Elliott","PHI","K","5.0","1","5.0"
"182","Greg Zuerlein","DAL","K","5.0","1","5.0"
"182","Chicago Bears","CHI","DST","5.0","1","5.0"
"182","Daniel Carlson","LV","K","5.0","1","5.0"
"182","Deshaun Watson","HOU","QB","5.0","1","5.0"
"182","Randy Bullock","CIN","K","5.0","1","5.0"
"182","Washington Redskins","WAS","DST","5.0","1","5.0"
"192","Emmanuel Sanders","NO","WR","4.8","1","4.8"
"192","Blake Jarwin","DAL","TE","4.8","1","4.8"
"192","Vance McDonald","PIT","TE","4.8","1","4.8"
"195","Eric Ebron","PIT","TE","4.7","1","4.7"
"195","Kenny Stills","HOU","WR","4.7","1","4.7"
"197","Khadarel Hodge","CLE","WR","4.6","1","4.6"
"197","Isaiah McKenzie","BUF","WR","4.6","1","4.6"
"199","Curtis Samuel","CAR","WR","4.5","1","4.5"
"200","Marvin Hall","DET","WR","4.4","1","4.4"
"201","Brian Hill","ATL","RB","4.3","1","4.3"
"202","Russell Gage","ATL","WR","4.2","1","4.2"
"202","Latavius Murray","NO","RB","4.2","1","4.2"
"204","Albert Wilson","MIA","WR","4.1","1","4.1"
"205","Keke Coutee","HOU","WR","4.0","1","4.0"
"205","Zay Jones","LV","WR","4.0","1","4.0"
"205","Sam Ficken","NYJ","K","4.0","1","4.0"
"205","Adrian Peterson","WAS","RB","4.0","1","4.0"
"205","Minnesota Vikings","MIN","DST","4.0","1","4.0"
"205","Dustin Hopkins","WAS","K","4.0","1","4.0"
"211","Trey Quinn","WAS","WR","3.9","1","3.9"
"211","Kenny Golladay","DET","WR","3.9","1","3.9"
"213","Mike Gesicki","MIA","TE","3.8","1","3.8"
"213","Tyler Conklin","MIN","TE","3.8","1","3.8"
"215","Raheem Mostert","SF","RB","3.7","1","3.7"
"216","Tyler Eifert","JAC","TE","3.6","1","3.6"
"216","Sammy Watkins","KC","WR","3.6","1","3.6"
"218","Allen Robinson","CHI","WR","3.5","1","3.5"
"219","Chester Rogers","FA","WR","3.4","1","3.4"
"219","Tevin Jones","DAL","WR","3.4","1","3.4"
"219","J.J. Arcega-Whiteside","PHI","WR","3.4","1","3.4"
"222","N'Keal Harry","NE","WR","3.3","1","3.3"
"222","Jaeden Graham","ATL","TE","3.3","1","3.3"
"222","Marquise Brown","BAL","WR","3.3","1","3.3"
"225","Justice Hill","BAL","RB","3.2","1","3.2"
"226","JuJu Smith-Schuster","PIT","WR","3.1","1","3.1"
"227","Austin Seibert","CLE","K","3.0","1","3.0"
"227","Dallas Cowboys","DAL","DST","3.0","1","3.0"
"227","Los Angeles Chargers","LAC","DST","3.0","1","3.0"
"227","Dan Bailey","MIN","K","3.0","1","3.0"
"227","Joey Slye","CAR","K","3.0","1","3.0"
"227","Nick Boyle","BAL","TE","3.0","1","3.0"
"227","Matt Prater","DET","K","3.0","1","3.0"
"234","Ryquell Armstead","JAC","RB","2.9","1","2.9"
"235","Diontae Johnson","PIT","WR","2.7","1","2.7"
"235","Zach Pascal","IND","WR","2.7","1","2.7"
"237","Hayden Hurst","ATL","TE","2.6","1","2.6"
"237","Boston Scott","PHI","RB","2.6","1","2.6"
"239","Dare Ogunbowale","TB","RB","2.5","1","2.5"
"239","Gerald Everett","LAR","TE","2.5","1","2.5"
"239","Breshad Perriman","NYJ","WR","2.5","1","2.5"
"242","Ronald Jones II","TB","RB","2.4","1","2.4"
"242","Jarius Wright","FA","WR","2.4","1","2.4"
"242","Justin Hardy","FA","WR","2.4","1","2.4"
"245","Johnny Holton","FA","WR","2.3","1","2.3"
"245","Willie Snead","BAL","WR","2.3","1","2.3"
"245","Darren Fells","HOU","TE","2.3","1","2.3"
"245","DeAndre Washington","KC","RB","2.3","1","2.3"
"245","Mecole Hardman","KC","WR","2.3","1","2.3"
"250","Mohamed Sanu","NE","WR","2.2","1","2.2"
"251","James Conner","PIT","RB","2.1","1","2.1"
"252","Philadelphia Eagles","PHI","DST","2.0","1","2.0"
"252","Jordan Akins","HOU","TE","2.0","1","2.0"
"252","Carolina Panthers","CAR","DST","2.0","1","2.0"
"252","Jason Sanders","MIA","K","2.0","1","2.0"
"256","Reggie Bonnafon","CAR","RB","1.8","1","1.8"
"256","Josh Hill","NO","TE","1.8","1","1.8"
"256","Damien Williams","KC","RB","1.8","1","1.8"
"259","Javon Wims","CHI","WR","1.6","1","1.6"
"259","Steven Sims","WAS","WR","1.6","1","1.6"
"259","Wendell Smallwood","FA","RB","1.6","1","1.6"
"259","T.J. Logan","TB","RB","1.6","1","1.6"
"263","Tyler Boyd","CIN","WR","1.5","1","1.5"
"263","Zach Line","FA","RB","1.5","1","1.5"
"263","C.J. Uzomah","CIN","TE","1.5","1","1.5"
"266","Byron Pringle","KC","WR","1.4","1","1.4"
"266","Mike Thomas","CIN","WR","1.4","1","1.4"
"266","Ben Koyack","FA","TE","1.4","1","1.4"
"269","Matt LaCosse","NE","TE","1.3","1","1.3"
"269","Virgil Green","LAC","TE","1.3","1","1.3"
"269","Ben Braunecker","CHI","TE","1.3","1","1.3"
"272","Jalen Richard","LV","RB","1.2","1","1.2"
"272","Jakobi Meyers","NE","WR","1.2","1","1.2"
"272","Nick Vannett","DEN","TE","1.2","1","1.2"
"275","Ty Montgomery","NO","RB","1.1","1","1.1"
"275","Jordan Matthews","FA","WR","1.1","1","1.1"
"275","Tyler Kroft","BUF","TE","1.1","1","1.1"
"275","T.J. Hockenson","DET","TE","1.1","1","1.1"
"275","Andy Isabella","ARI","WR","1.1","1","1.1"
"275","CJ Ham","MIN","RB","1.1","1","1.1"
"275","Ty Johnson","DET","RB","1.1","1","1.1"
"282","Josh Lambo","JAC","K","1.0","1","1.0"
"282","Josh Oliver","JAC","TE","1.0","1","1.0"
"282","Marquise Goodwin","PHI","WR","1.0","1","1.0"
"282","Pittsburgh Steelers","PIT","DST","1.0","1","1.0"
"282","Eddy Pineiro","CHI","K","1.0","1","1.0"
"282","Ka'imi Fairbairn","HOU","K","1.0","1","1.0"
"282","Chris Boswell","PIT","K","1.0","1","1.0"
"289","Taysom Hill","NO","QB","0.9","1","0.9"
"289","Darrell Daniels","ARI","TE","0.9","1","0.9"
"291","Christian Blake","ATL","WR","0.8","1","0.8"
"292","Josh Adams","NYJ","RB","0.6","1","0.6"
"292","Ameer Abdullah","MIN","RB","0.6","1","0.6"
"294","Buddy Howell","HOU","RB","0.5","1","0.5"
"294","Alexander Mattison","MIN","RB","0.5","1","0.5"
"294","Hale Hentges","WAS","TE","0.5","1","0.5"
"294","Alex Erickson","CIN","WR","0.5","1","0.5"
"294","Robert Griffin","BAL","QB","0.5","1","0.5"
"299","Chase Daniel","DET","QB","0.4","1","0.4"
"299","KeeSean Johnson","ARI","WR","0.4","1","0.4"
"299","Devontae Booker","LV","RB","0.4","1","0.4"
"302","Alec Ingold","LV","RB","0.3","1","0.3"
"302","Keith Smith","ATL","RB","0.3","1","0.3"
"304","Mack Hollins","MIA","WR","0.0","1","0.0"
"304","Damion Willis","CIN","WR","0.0","1","0.0"
"304","Trevor Davis","CHI","WR","0.0","1","0.0"
"304","Matt Slater","NE","WR","0.0","1","0.0"
"304","Rashard Higgins","CLE","WR","0.0","1","0.0"
"304","Marcell Ateman","LV","WR","0.0","1","0.0"
"304","Damion Ratley","CLE","WR","0.0","1","0.0"
"304","DeAndre Carter","HOU","WR","0.0","1","0.0"
"304","De'Anthony Thomas","BAL","WR","0.0","1","0.0"
"304","Justin Watson","TB","WR","0.0","1","0.0"
"304","Krishawn Hogan","NO","WR","0.0","1","0.0"
"304","DeAndrew White","CAR","WR","0.0","1","0.0"
"304","Michael Walker","JAC","WR","0.0","1","0.0"
"304","Ryan Nall","CHI","RB","0.0","1","0.0"
"304","Tanner Hudson","TB","TE","0.0","1","0.0"
"304","Myles Gaskin","MIA","RB","0.0","1","0.0"
"304","Gary Jennings Jr.","MIA","WR","0.0","1","0.0"
"304","Nsimba Webster","LAR","WR","0.0","1","0.0"
"304","Josh Doctson","NYJ","WR","0.0","1","0.0"
"304","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"304","Trayveon Williams","CIN","RB","0.0","1","0.0"
"304","Jason Moore","LAC","WR","0.0","1","0.0"
"304","Olamide Zaccheaus","ATL","WR","0.0","1","0.0"
"304","Senorise Perry","TEN","RB","0.0","1","0.0"
"304","Ventell Bryant","DAL","WR","0.0","1","0.0"
"304","Donte Moncrief","FA","WR","0.0","1","0.0"
"304","Cam Sims","WAS","WR","0.0","1","0.0"
"304","Cordarrelle Patterson","CHI","WR","0.0","1","0.0"
"304","Tre'Quan Smith","NO","WR","0.0","1","0.0"
"304","DaeSean Hamilton","DEN","WR","0.0","1","0.0"
"304","Miles Boykin","BAL","WR","0.0","1","0.0"
"304","Andre Roberts","BUF","WR","0.0","1","0.0"
"304","Fred Brown","DEN","WR","0.0","1","0.0"
"304","Ashton Dulin","IND","WR","0.0","1","0.0"
"304","Andre Patton","LAC","WR","0.0","1","0.0"
"304","Devine Ozigbo","JAC","RB","0.0","1","0.0"
"304","Ricky Seals-Jones","KC","TE","0.0","1","0.0"
"304","Gehrig Dieter","KC","WR","0.0","1","0.0"
"304","Jamize Olawale","DAL","RB","0.0","1","0.0"
"304","Troymaine Pope","FA","RB","0.0","1","0.0"
"304","Alex Armah","CAR","RB","0.0","1","0.0"
"304","Derek Watt","PIT","RB","0.0","1","0.0"
"304","Michael Burton","NO","RB","0.0","1","0.0"
"304","Patrick DiMarco","BUF","RB","0.0","1","0.0"
"304","David Johnson","HOU","RB","0.0","1","0.0"
"304","Dwayne Washington","NO","RB","0.0","1","0.0"
"304","Darrell Henderson","LAR","RB","0.0","1","0.0"
"304","Jordan Scarlett","CAR","RB","0.0","1","0.0"
"304","Nick Bawden","DET","RB","0.0","1","0.0"
"304","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"304","Brandon Bolden","NE","RB","0.0","1","0.0"
"304","Anthony Sherman","KC","RB","0.0","1","0.0"
"304","De'Lance Turner","FA","RB","0.0","1","0.0"
"304","Mike Boone","MIN","RB","0.0","1","0.0"
"304","Taiwan Jones","BUF","RB","0.0","1","0.0"
"304","Ty Long","LAC","K","0.0","1","0.0"
"304","Tampa Bay Buccaneers","TB","DST","0.0","1","0.0"
"304","Brandon Wilson","CIN","RB","0.0","1","0.0"
"304","AJ McCarron","HOU","QB","0.0","1","0.0"
"304","Chandler Cox","MIA","RB","0.0","1","0.0"
"304","Ian Thomas","CAR","TE","0.0","1","0.0"
"304","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"304","Tyreek Hill","KC","WR","0.0","1","0.0"
"304","Robert Foster","BUF","WR","0.0","1","0.0"
"304","Dontrell Hilliard","CLE","RB","0.0","1","0.0"
"304","Deon Yelder","KC","TE","0.0","1","0.0"
"304","Lee Smith","BUF","TE","0.0","1","0.0"
"304","Derek Carrier","LV","TE","0.0","1","0.0"
"304","Trent Sherfield","ARI","WR","0.0","1","0.0"
"304","Jack Doyle","IND","TE","0.0","1","0.0"
"304","Demarcus Robinson","KC","WR","0.0","1","0.0"
"304","Tavon Austin","FA","WR","0.0","1","0.0"
"304","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"304","Dante Pettis","SF","WR","0.0","1","0.0"
"304","JoJo Natson","CLE","WR","0.0","1","0.0"
"304","Laquon Treadwell","ATL","WR","0.0","1","0.0"
"304","Justin Hardee","NO","WR","0.0","1","0.0"
"304","Diontae Spencer","DEN","WR","0.0","1","0.0"
"304","Clive Walford","FA","TE","0.0","1","0.0"
"304","Maxx Williams","ARI","TE","0.0","1","0.0"
"304","Luke Stocker","FA","TE","0.0","1","0.0"
"304","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"304","Garrett Celek","FA","TE","0.0","1","0.0"
"304","Charles Clay","FA","TE","0.0","1","0.0"
"304","Kyle Nelson","SF","TE","0.0","1","0.0"
"304","Tyler Higbee","LAR","TE","0.0","1","0.0"
"304","Cethan Carter","CIN","TE","0.0","1","0.0"
"304","O.J. Howard","TB","TE","0.0","1","0.0"
"304","Jesse James","DET","TE","0.0","1","0.0"
"304","Logan Thomas","WAS","TE","0.0","1","0.0"
"304","Andrew Beck","DEN","TE","0.0","1","0.0"
"304","J.P. Holtz","CHI","TE","0.0","1","0.0"
"304","Johnny Mundt","LAR","TE","0.0","1","0.0"
"304","Pharaoh Brown","CLE","TE","0.0","1","0.0"
"304","Levine Toilolo","NYG","TE","0.0","1","0.0"
"304","Chris Manhertz","CAR","TE","0.0","1","0.0"
"304","Durham Smythe","MIA","TE","0.0","1","0.0"
"304","Demetrius Harris","CHI","TE","0.0","1","0.0"
"304","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"304","Dalton Schultz","DAL","TE","0.0","1","0.0"
"404","Matt Schaub","ATL","QB","-0.1","1","-0.1"
"404","Garrett Gilbert","CLE","QB","-0.1","1","-0.1"
"406","Brian Hoyer","NE","QB","-0.2","1","-0.2"
"407","Tony Brooks-James","MIN","RB","-0.4","1","-0.4"
"408","Detroit Lions","DET","DST","-1.0","1","-1.0"
"409","Vyncint Smith","NYJ","WR","-2.0","1","-2.0"
"410","Miami Dolphins","MIA","DST","-4.0","1","-4.0"
"410","Houston Texans","HOU","DST","-4.0","1","-4.0"
""
""
